sampleID	RPK_prochlorococcus_TBDT	RPK_total_prochlorococcus_reads	RPK_prochlorococcus_marker_median	W	M	RA
S0255	273.49260523321954	314860.6681253568	1478.295205913956	601	11498995	0.18500540632148824
S0256	364.05005688282137	398428.84476792946	1875.1779620799578	800	12884985	0.19414160375424583
S0257	331.28555176336744	361936.8037850007	1671.6730995133385	728	15046736	0.19817603804225364
S0261	303.5267349260523	389571.81257843063	1840.9345974198084	667	13059032	0.164876435779666
S0262	237.54266211604093	316121.2426881924	1460.4502524018897	522	11381919	0.16265029344571846
S0263	32.76450511945392	247324.11559191698	1162.6124076529888	72	13989289	0.02818179550104485
S0264	32.309442548350404	263690.9869858796	1238.3489475778797	71	14760800	0.026090741718273608
S0265	20.93287827076223	213243.5709495078	992.3008916217676	46	11204433	0.021095293219529982
S0266	27.303754266211605	198530.1059831129	921.7700833265933	60	12270675	0.029621002851030462
S0267	28.213879408418656	203566.5586973354	928.6611496970603	62	12607384	0.03038124230525024
S0268	28.668941979522184	211403.7838823546	975.1933222519308	63	10770666	0.029398214000603943
S0269	30.489192263936292	312134.44288823014	1466.5141101141144	67	15485568	0.020790248149445918
S0270	30.034129692832764	268962.5167235343	1257.86314126549	66	13255894	0.023877104517600004
S0271	30.034129692832764	252698.26683849102	1160.2441868440903	66	13800019	0.025886041949950873
S0272	18.657565415244598	161369.46695425964	751.3156891160087	41	8132626	0.02483319020956014
S0273	65.07394766780432	221581.43195578465	1032.422472262517	143	8917454	0.06303034795939406
S0274	49.14675767918089	207147.7836753383	952.3587296525457	108	8479686	0.05160529971422782
S0275	39.135381114903296	180694.96327717393	855.0970753264812	86	7633391	0.045767179240978194
S0276	15.017064846416382	65425.00660836462	305.0826578629667	33	6153532	0.049222938306645946
S0277	76.45051194539249	155586.15774168196	710.7079021987612	168	10951807	0.10756952569244382
S0278	28.668941979522184	111912.99968165832	516.5245361316006	63	6684919	0.05550354334419824
S0279	40.045506257110354	172884.80961288567	802.9135258744805	88	9262362	0.049875241811993924
S0280	45.50625711035267	164287.2379522918	768.1505916533004	100	9103084	0.05924132273648188
S0281	45.051194539249146	136621.01571429943	628.762216567529	99	8117480	0.07165060710102426
S0282	47.32650739476678	187815.9432597406	853.8703716605128	104	11353587	0.05542586903762853
S0283	379.9772468714448	250661.0861698182	1188.47198056183	835	9487075	0.319719146169367
S0284	421.84300341296927	251378.78881239722	1165.5666631903578	927	10149549	0.3619209580499771
S0285	397.7246871444824	221792.8937153936	1025.5313852553113	874	9464833	0.38782302800559026
S0286	469.6245733788396	266242.3395638884	1237.3522100348796	1032	11755771	0.3795399317754493
S0287	330.37542662116044	206978.85061854718	972.9817592185119	726	10999880	0.3395494555689454
S0289	10.921501706484642	132712.48806290366	617.4764738833807	24	12388045	0.017687316308260394
S0290	9.556313993174061	42649.805515132204	196.78868348290547	21	9352615	0.04856129846513351
S0291	153.3560864618885	394449.61839065416	1831.1412249236098	337	13578525	0.08374891263140347
S0292	202.95790671217293	377173.47809140035	1755.3692317247371	446	13190518	0.1156212055242399
S0293	635.7224118316268	361403.6638131877	1676.971288218852	1397	13053327	0.3790896220452537
S0294	1.8202502844141069	56672.489323457005	263.96546534420867	4	16686839	0.006895789500495894
S0295	4.550625711035267	163818.62896709514	758.9746615144098	10	13322600	0.005995754458989761
S0299	10.466439135381115	181751.9735470274	850.5362418341451	23	12593553	0.012305694479062627
S0300	8.19112627986348	176749.9487084678	825.0647675785492	18	13978342	0.009927858516978371
S0301	24.118316268486918	214548.38061355142	1000.7673124880101	53	10176901	0.024099824172440557
S0302	31.854379977246868	267058.03060015175	1240.13791604509	70	12361113	0.025686159228832644
S0303	17.292377701934015	250149.84278929365	1175.8668221821647	38	11631914	0.014706068217694034
S0304	16.83731513083049	214260.31871503987	1003.0799618352551	37	10188427	0.016785616073941505
S0305	27.758816837315134	252883.76389584923	1189.7419144917558	61	11918184	0.0233317970050449
S0306	23.66325369738339	231465.12413448005	1082.0419144437053	52	12344734	0.021869073075185853
S0307	30.94425483503982	328712.5053711573	1565.3223283324146	68	17734117	0.01976861523977983
S0308	12.741751990898749	170984.29135519624	798.8220136204677	28	11110921	0.015950677089067486
S0309	278.0432309442548	138999.51478137064	649.9979129273279	611	8816582	0.42776019032439727
S0310	197.04209328782707	119092.64594821032	558.0354645634046	433	11023052	0.35309958918469225
S0311	75.54038680318544	246540.427421898	1166.8343581144024	166	8678341	0.06473959759400492
S0312	81.4562002275313	271849.58774735057	1276.0722473857854	179	9208091	0.06383353324579062
S0313	58.24800910125142	196677.85679899223	928.2680092826778	128	6997091	0.06274912904330589
S0314	62.798634812286686	239650.51481770418	1128.3002966012407	138	7847547	0.05565773136943589
S0315	197.95221843003412	126824.6509698655	594.8838105671017	435	6932157	0.3327577838121475
S0316	104.66439135381114	348359.6103935064	1634.9729714058292	230	10033866	0.06401597652334008
S0317	54.60750853242321	260800.0700619577	1172.1273899091248	120	8888284	0.04658837341618383
S0318	267.57679180887374	840186.5459288455	3991.0420267486606	588	23954612	0.06704434331072621
S0319	217.97497155858932	439419.2033715106	2041.7200560339381	479	16672652	0.10676045960091507
S0320	1091.6951080773606	271665.21194771846	1265.9778244373217	2399	12245718	0.8623335156463557
S0322	278.9533560864619	252318.03481070118	1178.4469764501846	613	8646550	0.2367126919250523
S0323	961.0921501706484	867713.84160706	4094.742923165799	2112	29293220	0.23471367267852608
S0324	263.481228668942	186415.33749408738	865.2105804527743	579	6862639	0.3045284403839113
S0325	326.7349260523322	169589.56648625658	780.6962298867601	718	7063254	0.41851736122733046
S0326	303.5267349260523	103620.34216872352	490.6612978533109	667	7495505	0.6186074513192913
S0331	460.9783845278726	720130.7638639719	3373.0848776070857	1013	18874917	0.13666373698099682
S0332	182.48009101251424	238980.75988877247	1125.015587312105	401	8662274	0.16220227796887413
S0333	167.00796359499432	270997.3418610667	1238.317196058457	367	9251723	0.13486686943101323
S0334	57.33788395904437	43699.44544996128	199.5856762355731	126	14788635	0.2872845639051164
S0337	332.65073947667804	472271.9906811622	2189.6220985996533	731	13301650	0.15192153006193207
S0338	616.1547212741752	1029288.4877768332	4748.959655470734	1354	26856874	0.1297452002070335
S0339	307.1672354948806	523075.7303070257	2454.3138511047214	675	13915547	0.12515401620563738
S0340	271.6723549488055	439969.7822952388	2086.739954040121	597	13260376	0.1301898468100075
S0341	150.62571103526733	265567.7636848283	1245.700948983862	331	10118699	0.1209164295476656
S0342	218.43003412969284	331417.85740154155	1546.7744586914666	480	10619114	0.14121647335350968
S0343	288.50967007963595	385374.7732683734	1812.6532698131773	634	12158915	0.15916428965445303
S0344	239.8179749715586	273806.7004743458	1298.4854380336392	527	9573302	0.1846905386437963
S0345	340.386803185438	359716.2792107373	1677.3493138787553	748	12666561	0.20293137533667144
S0346	586.1205915813424	711557.1677522253	3390.9750061278864	1288	30166203	0.17284721666250985
S0347	224.8009101251422	293197.5808219398	1381.6006887217618	494	11170314	0.16271047920012616
S0348	266.6666666666667	321937.2356771589	1516.569625074826	586	11239675	0.1758354263844033
S0349	240.2730375426621	307291.168778498	1427.497931940315	528	10903494	0.16831760814957744
S0350	246.18885096700797	253488.4832395256	1178.388506449259	541	9126261	0.20891993567454978
S0351	394.9943117178612	421331.5964383851	1968.1253514104133	868	16273185	0.20069570844905651
S0352	922.4118316268487	899130.6891895487	4188.490091416652	2027	25959040	0.22022538229638403
S0353	571.5585893060295	592240.8671113906	2762.058506995404	1256	19149441	0.20693210801235953
S0354	2458.7030716723552	745254.4911588391	3440.8848123181174	5403	22088955	0.7145554721478549
S0355	960.6370875995449	840388.6110285912	3938.192279202777	2111	24069527	0.24392843708332346
S0356	532.4232081911263	493660.92432128196	2327.984925483926	1170	16129252	0.22870560816902613
S0357	612.9692832764505	569894.4792109574	2641.689638349392	1347	18300490	0.23203682763409417
S0358	759.0443686006826	781087.8624596832	3599.453345859944	1668	26248559	0.21087767937698873
S0359	451.87713310580205	402208.08346917294	1909.948613567353	993	14637856	0.2365912516681784
S0363	242.09328782707624	238702.31929151827	1113.2531261841627	532	7513406	0.21746472759244453
S0365	148.80546075085323	334655.9955235454	1539.9054075748022	327	11632364	0.09663285810860747
S0366	627.0762229806597	188805.4866334361	876.7970017340702	1378	9980717	0.7151897437382546
S0367	149.7155858930603	397432.4162687741	1864.99534174642	329	11186826	0.08027665407081583
S0368	138.79408418657565	383916.9051856166	1780.8562173673538	305	11852619	0.07793671540297366
S0369	161.09215017064847	362887.6726116146	1650.7663626929739	354	9778794	0.09758628102153181
S0370	201.13765642775883	407956.0565869122	1865.0642796625762	442	11482581	0.10784489232947417
S0371	1093.5153583617748	286956.35112711426	1326.229054342574	2403	9759825	0.8245297859982732
S0372	118.31626848691695	294536.10590470093	1372.8211524070884	260	9095276	0.08618476505804314
S0373	178.839590443686	404479.43040235114	1915.6925856908906	393	13147241	0.09335505695408215
S0374	230.26166097838453	476701.16364869993	2210.0815028140105	506	13602943	0.10418695450154275
S0375	178.839590443686	372361.63662125275	1728.416557016087	393	14507722	0.10347019051497172
S0376	327.18998862343574	347673.4666480529	1623.1238571144058	719	12972035	0.20158041987326525
S0377	231.17178612059158	337834.04896550433	1553.61232792426	508	10780347	0.14879631293184578
S0378	349.48805460750856	525874.3846842673	2423.7321890898547	768	13514030	0.14419417136129475
S0379	414.56200227531286	528287.9454263167	2507.562391934387	911	17200310	0.1653247008364609
S0380	152.90102389078498	229949.18002134052	1074.5463689282192	336	9222447	0.1422935559712444
S0381	210.69397042093289	305449.6855988839	1426.0293009982693	463	11153974	0.1477486965193772
S0382	269.39704209328784	401981.1343278536	1921.7641630771298	592	12299897	0.14018215516202007
S0383	231.17178612059158	368757.3445644652	1746.2517751199896	508	11671325	0.13238170429616722
S0384	210.23890784982936	404177.85053552047	1905.9258052251364	462	12303261	0.11030802315255657
S0385	235.2673492605233	421088.625179539	1987.774071783245	517	11873901	0.11835718787168978
S0386	355.40386803185436	613436.1042976871	2848.6135906533254	781	17657743	0.12476380411789828
S0387	138.33902161547212	247720.0858471001	1136.0908815726227	304	7404411	0.12176756618623474
S0388	244.8236632536974	228331.00239939478	1052.3039736844503	538	8260438	0.2326548881085111
S0389	290.7849829351536	537848.6240722802	2519.997996905746	639	15603451	0.11539095796592004
S0390	239.36291240045506	394210.0112081433	1873.636516193989	526	12153227	0.12775312091305993
S0391	212.05915813424346	362016.4943772282	1720.7568015467484	466	10243244	0.12323598427368028
S0392	241.6382252559727	444722.7136659142	2114.0001693910376	531	14142186	0.11430378708322404
S0393	188.3959044368601	339132.9113437199	1598.6742742070792	414	10738418	0.1178450841903376
S0394	107.3947667804323	138491.69212736737	635.7873375894553	236	4705595	0.16891617751874755
S0395	93.28782707622298	149550.29004632734	646.5862732597644	205	5582936	0.14427746293764085
S0396	164.27758816837314	258847.51218022525	1223.8528133008626	361	7285545	0.13422985704081428
S0397	389.5335608646189	358861.4252348284	1656.3573883161514	856	10806703	0.2351748261651537
S0398	328.1001137656428	304682.5541347673	1377.5860459035994	721	10952445	0.23817032318328415
S0399	204.77815699658703	294468.6324693859	1356.4401797325638	450	8186007	0.1509673335074468
S0400	401.8202502844141	521433.5712528214	2443.3859849101677	883	14165902	0.1644522203065625
S0401	153.3560864618885	206227.91580730383	954.6516191964065	337	6716377	0.16064089074816473
S0402	254.83503981797494	348565.94897340285	1640.6309208033376	560	11099186	0.1553274637132857
S0403	243.91353811149034	231043.57771965675	1083.2868066512942	536	6975802	0.2251606283893432
S0404	150.17064846416383	146517.76044232823	687.8760995735306	330	4929025	0.21831060645553266
S0405	343.11717861205915	311458.8843315251	1459.547687078642	754	9799640	0.23508459617295918
S0406	302.6166097838453	324045.6431424834	1495.9222967586863	665	9670193	0.20229433737269958
S0407	374.061433447099	414316.8338709586	1986.2205198622003	822	9455373	0.18832824940961265
S0408	308.0773606370876	343418.88029637106	1607.1343232633592	677	9655207	0.19169359783911688
S0409	223.89078498293517	280912.06405516836	1323.794589595017	492	7779176	0.16912804051528052
S0410	281.68373151308305	235287.62812265058	1093.7833935607018	619	7551393	0.2575315489075858
S0411	172.92377701934018	234230.4655035777	1085.1612271700203	380	7451884	0.15935307370896962
S0412	436.4050056882822	747563.3709689769	3483.6897530979068	959	18775713	0.12527091578697688
S0413	319.9089874857793	533244.4585588949	2493.4763448906706	703	14824524	0.12829838475961403
S0414	344.4823663253697	324363.89252833766	1509.3442640269602	757	9072156	0.228233130463082
S0415	245.73378839590444	201721.9479002655	936.4330706265403	540	9356291	0.26241468408574153
S0416	481.9112627986348	353683.40431083844	1670.0671602540785	1059	17025194	0.28855801387371655
S0417	477.36063708759957	319598.4331640538	1471.7666321752943	1049	14671265	0.324345332100683
S0418	308.5324232081911	197340.77419398187	910.0147949837965	678	9329818	0.33904110670385834
S0419	377.7019340159272	154991.9973530322	721.4920241364899	830	12960618	0.5235011911156963
S0420	213.87940841865756	351283.1545848257	1646.2562209920036	470	12677708	0.1299186637483306
S0421	186.12059158134244	364848.3353972694	1697.133714596949	409	12963637	0.10966760602333805
S0422	120.59158134243458	215530.98803525185	988.3464415883362	265	8564781	0.12201347247088395
S0423	105.11945392491468	182076.92108514562	839.8772945229277	231	7433853	0.12516049024116704
S0424	187.0307167235495	115817.67754132356	539.6992273014405	411	7596714	0.3465462006657394
S0426	186.12059158134244	357555.58385324315	1693.0289603911087	409	10890941	0.10993349548985062
S0427	143.79977246871445	304016.14996795735	1440.1535064245124	316	9537835	0.09985030889222912
S0428	249.8293515358362	443993.2419140986	2075.478624042548	549	14191037	0.12037192223605124
S0429	187.485779294653	299875.5588394332	1412.043024544226	412	10224300	0.13277625117348602
S0430	204.3230944254835	182346.4790953281	852.4777289759047	449	10555812	0.23968144560320673
S0431	162.9124004550626	255646.34883923203	1198.4811283046877	358	11967555	0.13593238692503273
S0432	227.9863481228669	470577.8379127793	2097.4367961335197	501	16418781	0.10869760106390049
S0433	153.3560864618885	346564.7264297097	1633.2580311989498	337	10225524	0.09389581041846287
S0434	206.59840728100116	357509.7072234882	1689.8375177962123	454	11359580	0.1222593326904203
S0435	259.8407281001138	279883.64086839097	1327.1225509028077	571	11324166	0.1957925648413937
S0439	197.95221843003412	402281.94868788676	1884.6468949696875	435	12838705	0.10503411485641609
S0440	165.64277588168372	305503.3801724832	1422.2052901990035	364	8617818	0.11646896339311605
S0441	171.10352673492605	306355.15854366776	1432.486094227722	376	8536764	0.11944515721611308
S0442	479.6359499431172	742412.7709761423	3446.210345787429	1054	20669920	0.13917779294273594
S0443	258.47554038680323	226771.20521907485	1066.39806539081	568	9913042	0.24238185418320127
S0444	182.48009101251424	376625.34462005505	1764.2878515858774	401	10898996	0.10342988580264106
S0445	165.64277588168372	339688.18741870666	1601.685204238368	364	10497938	0.10341780984388255
S0446	177.0193401592719	329328.0530776626	1544.702814200948	389	9212208	0.11459766793448965
S0459	51.42207053469852	49609.45901481268	221.52302173204055	113	14690177	0.2321296907772406
S0460	41.86575654152446	33668.456595334006	151.77618258788885	92	9832491	0.27583877672823476
S0461	33.21956769055745	29846.211109912347	138.17878348952962	73	8336510	0.24041004596827004
S0462	26.848691695108077	30011.541366039535	137.77290442129592	59	8095074	0.19487642949739545
S0472	124.2320819112628	60587.626751857686	279.16763115566584	273	13097520	0.4450089052121881
S0473	80.54607508532423	43142.17270358879	195.18511413773246	177	10802431	0.41266505102682605
S0474	147.89533560864618	95578.75521746518	412.1251897346148	325	44551980	0.3588602184299445
S0475	227.53128555176335	140072.23743807955	598.2763579383733	500	68098755	0.3803113436336067
S0476	127.87258248009101	70238.34458222291	310.5095231988312	281	27009056	0.4118153323053132
S0495	108.30489192263937	94716.34421552574	431.69577944952135	238	18504879	0.2508824433279028
S0496	162.9124004550626	123167.13592559074	571.6211736103432	358	18540617	0.2850006402424047
S0497	114.67576791808874	87008.84286349302	409.3444524217142	252	11789739	0.28014491765958427
S0498	103.75426621160409	65176.47990318517	298.9408049265953	228	12448065	0.3470729472247219
S0499	865.5290102389079	626538.1497884541	2823.687969691323	1902	192774242	0.3065243113011261
tara_S0001	229.35153583617748	274537.15001489886	1272.7737463733954	504	22654821	0.1801981982184069
tara_S0002	1484.4141069397042	1816591.7187970125	8324.592607449978	3262	147112923	0.1783167269484453
tara_S0003	289.8748577929465	2439586.689518412	11829.652503145111	637	130114584	0.024504089001420662
tara_S0004	45.051194539249146	400174.40431614517	1942.1185885519078	99	21363938	0.023196932877739686
tara_S0005	0.4550625711035267	573491.0339902955	2711.6910229645105	1	24822622	1.6781505239709695e-4
tara_S0006	1.3651877133105803	2858703.5994759183	13511.073416840645	3	122142481	1.0104213567583501e-4
tara_S0007	0.9101251422070534	2679491.996937065	12635.678726869155	2	131897311	7.202819586348905e-5
tara_S0008	0.4550625711035267	412093.1155345807	1937.2486816657615	1	20137763	2.3490147414230623e-4
tara_S0009	0	196707.82322020156	915.1021238597968	0	27428291	0
tara_S0010	0.4550625711035267	193331.03825577494	900.9152407481098	1	26909959	5.051114139501602e-4
tara_S0011	0	62337.66185858457	273.2416016396418	0	27334440	0
tara_S0012	0	62755.23727147825	278.060847732979	0	27330092	0
tara_S0013	1.3651877133105803	3033474.1784342914	14553.97654987864	3	113158738	9.380169801922377e-5
tara_S0014	0	531644.2081718297	2539.3850946149796	0	19947368	0
tara_S0015	0	88560.74040811342	409.3272940781748	0	20712403	0
tara_S0016	0.9101251422070534	594628.4417625596	2724.220868724188	2	134887074	3.340863997687841e-4
tara_S0017	0	728142.8013748687	3506.139882541374	0	57833266	0
tara_S0018	0	58347.64117182924	280.777349437046	0	4754896	0
tara_S0019	0	752376.8594234751	3621.1699164345405	0	58781996	0
tara_S0020	0	59183.230101047404	281.92159312923343	0	4788928	0
tara_S0021	0.9101251422070534	228118.4356457215	883.2795225516103	2	104130076	0.0010303931190184187
tara_S0022	0.4550625711035267	105197.36044552292	452.93694845355844	1	54947832	0.0010046929769302894
tara_S0023	0	926807.9839428307	4511.905674884331	0	21308182	0
tara_S0024	4.09556313993174	4939696.626146292	24012.22284330165	9	113173110	1.7056159967606755e-4
tara_S0025	0.9101251422070534	215096.52621838747	1014.378734872198	2	18199643	8.972241934091022e-4
