sampleID	RPK_prochlorococcus_TBDT	RPK_total_prochlorococcus_reads	RPK_prochlorococcus_marker_median	W	M	RA
tara_S0026	2.2753128555176336	1216965.4932281421	5671.984064545285	5	101474205	4.011493737685672e-4
tara_S0027	1.3651877133105803	1311551.1063513304	6396.909457658289	3	32782979	2.1341363706128385e-4
tara_S0028	0.9101251422070534	3417595.6586331916	16655.544222259115	2	86098660	5.4643975006876504e-5
tara_S0029	0.4550625711035267	600615.1809592042	2931.9906819144517	1	14885127	1.552060086379239e-4
tara_S0030	0.9101251422070534	829284.1423446056	3992.8777817204946	2	62445988	2.2793714006815626e-4
tara_S0031	0.4550625711035267	403558.88339921634	1952.0930195209255	1	31335565	2.3311520842137238e-4
tara_S0032	0	201469.0686308347	944.6294136358813	0	20206156	0
tara_S0033	0.4550625711035267	1004977.237495484	4700.276519014623	1	100189600	9.68161275751766e-5
tara_S0034	0.4550625711035267	221842.50634544736	1055.1820516694363	1	27992691	4.312645105965914e-4
tara_S0035	0.9101251422070534	461502.14669038315	2218.8951330717837	2	57268278	4.1017041708821034e-4
tara_S0036	44.59613196814562	119597.45872208818	352.7395380494445	98	114331676	0.12642793664342344
tara_S0038	9.556313993174061	30758.122867744685	94.76037952498905	21	30372801	0.10084714773281367
tara_S0039	21.387940841865756	59186.11031001548	182.06584640586902	47	57322273	0.11747365727335174
tara_S0040	61.43344709897611	246516.31893876824	1146.932218147926	135	20906916	0.053563276126447346
tara_S0041	314.448236632537	1436799.145884161	6666.998032731974	691	117478684	0.04716489116821949
tara_S0042	335.83617747440275	880844.7499662183	4250.832361361466	738	61069319	0.07900480398310518
tara_S0043	148.3503981797497	379051.8952868373	1832.894021808128	326	26888625	0.08093779368291235
tara_S0044	83.73151308304892	1915935.1333131718	8872.20887452861	184	109345744	0.0094375047146867
tara_S0045	102.84414106939704	1807622.0418044806	8392.841181568407	226	62319340	0.012253793303661456
tara_S0048	29.57906712172924	268370.39613640355	1241.5919602580939	65	22071735	0.023823500850940222
tara_S0049	126.05233219567691	1490474.1855185078	6968.049934837778	277	121196258	0.0180900443272457
tara_S0050	79.18088737201364	799590.6627117452	3918.546207510941	174	23506169	0.020206699928724158
tara_S0051	403.18543799772465	4537986.371157108	22217.036716177463	886	131535232	0.01814757940711971
tara_S0052	40.955631399317404	287830.84429853794	1327.5936248575713	90	19057622	0.030849524005292856
tara_S0053	231.6268486916951	1784079.0435485889	8251.849552485904	509	116461294	0.028069688767158454
tara_S0054	394.9943117178612	3262695.442120531	15948.483704356287	868	118471044	0.024766888128052545
tara_S0055	74.63026166097839	634865.6120642143	3101.339224301865	164	24162123	0.024063882169412867
tara_S0056	339.0216154721274	1213720.1470056046	5970.477682925489	745	25521817	0.05678299685160357
tara_S0057	1696.9283276450512	5896571.542480455	29219.69703957179	3729	123465729	0.05807480910383592
tara_S0058	333.56086461888515	1100274.6479079165	5378.2842327366	733	25664491	0.062019939851554
tara_S0059	2286.234357224118	7278394.87675467	35536.494321340644	5024	167023971	0.06433483102049184
tara_S0060	8637.087599544937	3274386.8556394847	15140.84582169841	18980	113043417	0.5704494782693771
tara_S0061	1869.3970420932876	725431.3160530333	3353.9099961282245	4108	25159378	0.5573784163115085
tara_S0062	1994.9943117178611	974057.8834181215	4635.5128273224755	4384	21630258	0.43037186737118627
tara_S0063	11977.246871444822	5864787.147656459	27919.208229316133	26320	129106649	0.4289966525221263
tara_S0064	1836.6325369738338	3961683.5624572155	19342.19682069856	4036	108873388	0.09495470209507993
tara_S0065	360.40955631399316	2527338.3342727944	11784.056474268245	792	114657598	0.030584506880205996
tara_S0066	732.650739476678	3013401.1606492763	14453.214346893326	1610	115320233	0.050691197258425705
tara_S0067	145.16496018202503	2337291.2561034514	11449.372520937086	319	99068895	0.0126788572838002
tara_S0068	41.41069397042093	339120.07487905544	1590.1694164098162	91	23530397	0.02604168684360398
tara_S0069	119.68145620022753	912472.5553463016	4257.225201431212	263	70539326	0.02811254996799148
tara_S0070	39.135381114903296	329590.5242194054	1551.3627847948208	86	22938312	0.02522645347592197
tara_S0071	134.69852104664392	1018498.2609948235	4931.424734033151	296	30130541	0.027314321582777384
tara_S0072	130.60295790671216	1008171.4445658252	4895.436204665108	287	29553553	0.026678512893754804
tara_S0073	688.0546075085324	5286461.417524392	25793.427473185115	1512	161861523	0.026675578816496372
tara_S0074	5.005688282138794	110795.89373903244	491.4554709263808	11	35265025	0.010185436073594218
tara_S0075	1.8202502844141069	46444.19313381603	203.9137479745733	4	15150246	0.008926569701622472
tara_S0076	11.831626848691695	258562.52908908474	1165.840415486308	26	83600416	0.01014858182262995
tara_S0077	8.646188850967008	139818.16120006243	644.6290406448472	19	29779898	0.013412657987480509
tara_S0078	25.938566552901023	298099.9226445873	1387.2252240522491	57	63421870	0.01869816530377915
tara_S0079	51.877133105802045	62730.88602342656	248.18395324703704	114	25326867	0.20902694322934187
tara_S0080	43.68600682593857	62777.45787496453	243.53362514922404	96	25153146	0.17938388096990787
tara_S0081	38.225255972696246	53377.24430365223	192.4144746129593	84	24861927	0.19866102095274352
tara_S0082	38.68031854379977	54595.74056802768	197.93950197939452	85	24998043	0.19541485230081254
tara_S0083	92.83276450511946	126671.41874401327	446.6610760471374	204	57270090	0.20783714875419892
tara_S0086	909.67007963595	940511.9299446617	4461.224450344107	1999	38803126	0.20390592084327533
tara_S0087	447.78156996587035	481229.18421173556	2259.109903988221	984	19958832	0.1982115032010435
tara_S0088	450.967007963595	482464.85541652184	2269.6500057341123	991	20076709	0.19869451537649344
tara_S0089	459.613196814562	515883.00924933323	2491.5295226673197	1010	21964007	0.18447029932140668
tara_S0090	485.0967007963595	523460.00147931575	2515.8986400547915	1066	22365657	0.19281249771882505
tara_S0091	823.6632536973833	968880.6542533832	4671.595985251025	1810	42979104	0.17631303226944706
tara_S0092	818.2025028441411	267297.3525821557	1273.6448638017405	1798	18289097	0.6424102401684125
tara_S0093	1746.075085324232	581795.1198836953	2763.770943959821	3837	39325574	0.6317727194940855
tara_S0094	1954.4937428896474	984945.205411195	4583.829065724051	4295	71919809	0.42638888031504724
tara_S0095	797.2696245733788	404823.3468704394	1880.680824427199	1752	29715588	0.4239260666765208
tara_S0096	1992.26393629124	2585696.7824268746	12641.0122132534	4378	91987102	0.15760319685495294
tara_S0097	373.6063708759955	498949.29886103544	2426.340248500785	821	18056297	0.1539793815425696
tara_S0098	42.77588168373151	167131.73403051595	783.1048929837516	94	11991726	0.05462343814600461
tara_S0099	239.8179749715586	980000.8557017959	4650.302332705768	527	68549672	0.051570405064829634
tara_S0100	9.101251422070535	290289.84764063044	1408.1003066599737	20	11448219	0.0064634965130138935
tara_S0101	51.877133105802045	2064215.142847998	10035.139346885388	114	80518038	0.005169547857041286
tara_S0102	54.60750853242321	269165.14616679936	1261.98149930936	120	17048321	0.043271243328296065
tara_S0103	362.6848691695108	1890518.1344203795	8900.612630667973	797	118262421	0.040748303989754923
tara_S0104	43.68600682593857	3896230.311784748	18953.725673673507	96	121720199	0.0023048770240785906
tara_S0105	4.550625711035267	566996.121145103	2759.7883348179816	10	18194282	0.0016489038864407686
tara_S0116	15.47212741751991	113385.23482656697	102.42600009206836	34	127623262	0.15105663995091453
tara_S0117	62.798634812286686	264858.2995391757	747.7098006720992	138	105960688	0.0839879786995415
tara_S0118	6051.422070534699	2104889.2815114427	10040.041206264335	13298	176593417	0.602728808200409
tara_S0119	1336.0637087599546	1687765.229836595	8155.701052009135	2936	132439199	0.16381960302858561
tara_S0120	1795.2218430034131	878649.1861932817	4151.847159927418	3945	25155500	0.43239111986839057
tara_S0121	3911.2627986348125	1946105.014681778	9250.911324767749	8595	55116718	0.4227975667827524
tara_S0122	179.74971558589306	1131356.563801831	5484.0985402749775	395	56105559	0.03277652913524786
tara_S0123	94.65301478953356	595100.236181694	2900.1906318082774	208	30048515	0.03263682523190454
tara_S0124	3713.765642775882	3718682.9219971653	18131.940931319365	8161	118417539	0.20481897976851898
tara_S0125	6940.61433447099	2098901.4462168296	9925.169407317206	15252	104530722	0.6992942940957874
tara_S0126	1215.9271899886235	376077.10012025776	1772.0749877870064	2672	18737597	0.6861601220990605
tara_S0127	13.196814562002276	113724.83317335125	528.4429005073802	29	69434953	0.024973018937961815
tara_S0128	5.460750853242321	44668.14471217107	203.79505492842662	12	27409947	0.026795305976193347
tara_S0129	1.3651877133105803	22244.22154443207	104.42711183656395	3	13492919	0.013073115681368251
tara_S0130	887.8270762229806	338323.70412402204	1609.7401982946235	1951	17832552	0.5515343886942466
tara_S0131	4199.772468714448	1639635.8931960957	7848.219448854494	9229	86305657	0.535124240101038
tara_S0132	1568.6006825938568	624274.0085013373	2982.7978527525725	3447	32698003	0.5258823292856831
tara_S0133	514.6757679180888	191879.09548570658	856.9289929443638	1131	15980664	0.6006049184421797
tara_S0134	2856.4277588168375	1080992.6147319297	4851.073911413797	6277	89134809	0.5888237967465559
tara_S0135	1069.3970420932878	406844.46862969466	1826.2107049818214	2350	32550494	0.5855825065399192
tara_S0136	470.0796359499431	285473.9594268663	1327.4675219609521	1033	25334996	0.3541176173225959
tara_S0137	1705.574516496018	1049572.6767147693	4863.167913334089	3748	92096138	0.35071265210061625
tara_S0138	471.89988623435727	230098.39939798752	1089.91138793899	1037	14100994	0.4329708740145514
tara_S0139	2455.51763367463	1178699.9821408256	5548.39746772005	5396	72375137	0.4425633974423343
tara_S0140	985.665529010239	464974.4269746245	2181.950588963534	2166	28345502	0.4517359531401891
tara_S0141	530.1478953356087	296021.51378517615	1399.4677524190288	1165	18904240	0.37882108710202833
tara_S0142	3127.1899886234355	1781522.321170547	8396.37053028393	6872	112594732	0.3724454485833282
tara_S0143	3665.5290102389076	1616459.8996706868	7317.44081603155	8055	138328951	0.5009304622195531
tara_S0144	3397.0420932878274	1631195.4689100462	7641.519407390007	7465	112351818	0.444550607304955
tara_S0145	9716.040955631399	2946342.4986505327	13782.491157078179	21351	125069841	0.7049553556681659
tara_S0146	6120.591581342434	2185084.37028201	10431.313274060796	13450	118573766	0.5867517752114979
tara_S0147	10899.203640500567	4484975.103407247	21407.863125229404	23951	123403531	0.5091215118829743
tara_S0148	2987.9408418657567	4191962.125080387	20389.690967174938	6566	123375011	0.1465417424264055
tara_S0149	3757.906712172924	1622503.1493796643	7656.402485373657	8258	94857278	0.49081885642138184
tara_S0150	5592.2639362912405	2059017.9544868362	9771.908332592384	12289	92596559	0.5722796147850961
tara_S0151	176.56427758816838	102068.78892945944	474.8357920995883	388	27072652	0.37184281498126237
tara_S0152	176.10921501706483	99583.03028284217	459.6235902338853	387	26442524	0.3831596522873193
tara_S0153	168.37315130830487	99269.54301271988	456.71284264762494	370	26301559	0.3686630538616418
tara_S0154	170.64846416382255	98375.27596810281	455.2063104402355	375	26168089	0.3748815872055604
tara_S0155	256.6552901023891	135227.57566025358	552.5767336112174	564	92519115	0.46446995410951725
tara_S0156	202.04778156996585	96132.52460929473	423.8582250596368	444	30402229	0.4766871789300249
tara_S0157	197.04209328782707	96633.34312563241	428.3113754341616	433	30479960	0.4600440347588098
tara_S0158	208.87372013651878	96010.33953403818	419.61030305406393	459	30352393	0.49778024661517145
tara_S0159	207.05346985210466	94188.52154671542	416.7786406735142	455	29821401	0.4967948201892167
tara_S0160	1349.7155858930603	553978.2998522843	2609.4852444935277	2966	31527133	0.5172344196010294
tara_S0161	1437.542662116041	568324.2403077732	2702.9270159746875	3159	32371142	0.5318466438864079
tara_S0162	1355.631399317406	552254.3085046825	2623.648584121214	2979	31391898	0.5166970178559459
tara_S0163	1351.990898748578	549981.7742344347	2602.814020147716	2971	31317829	0.5194343077466016
tara_S0165	645.7337883959044	315570.7347864794	1460.0706386963586	1419	28759268	0.4422620188927677
tara_S0166	687.1444823663254	314259.88732694543	1461.5431454418936	1510	28732670	0.4701499812094628
tara_S0167	668.0318543799773	316128.6443548849	1459.0149782810383	1468	28904435	0.4578649735090654
tara_S0168	666.6666666666666	323654.02554391255	1502.9066686705964	1465	29510069	0.4435848749386214
tara_S0169	3804.778156996587	1791039.819187714	8477.230246389137	8361	96962725	0.448823264959357
tara_S0170	4431.399317406143	2155460.311968376	10209.268970007035	9738	97473648	0.43405647656309027
tara_S0171	3704.6643913538114	2042933.2081002544	9680.63779849702	8141	136172703	0.3826880489143994
tara_S0172	9.556313993174061	4132636.0144255417	20257.569006852937	21	114337940	4.7174041416031976e-4
tara_S0173	1534.0159271899886	708495.8141722714	3125.558513640014	3371	104351087	0.490797379250942
tara_S0174	3260.523321956769	2324204.918309452	10938.279580944272	7165	179148099	0.29808374322749726
tara_S0175	1.8202502844141069	62039.80092755722	282.17776836243684	4	28228717	0.0064507218090835835
tara_S0176	2.7303754266211606	62677.55117073412	291.0064586367713	6	28561049	0.009382525183158092
tara_S0177	0.9101251422070534	63287.87226283742	293.2863857674744	2	28706447	0.003103196010361783
tara_S0178	1.8202502844141069	62434.49617471371	291.93254329990776	4	28623363	0.006235174276353732
tara_S0179	4553.3560864618885	2503626.110622628	11801.913156322422	10006	128916641	0.3858150815168982
tara_S0180	4180.6598407281	1938872.2653377529	9128.0203978771915	9187	121651586	0.4580029029843483
tara_S0181	7538.11149032992	4063575.4499542075	19687.16590798647	16565	114681164	0.38289470031193995
tara_S0182	131.96814562002277	1685659.1562992786	8235.09158435211	290	125631636	0.01602509750720705
tara_S0183	4.09556313993174	533385.2656642824	2522.8544835587954	9	122264007	0.001623384609228213
tara_S0184	15.927189988623434	1530795.372328428	7491.559562631876	35	104601625	0.0021260179346459093
tara_S0185	8.646188850967008	1536349.2760935978	7523.425562857805	19	104759108	0.0011492356478745723
tara_S0187	5.005688282138794	332147.8118242218	1510.1191266994388	11	109118705	0.0033147638445447515
tara_S0189	3.6405005688282137	585858.8146132325	2785.662772248666	8	107380471	0.0013068705247080206
tara_S0190	8.19112627986348	259972.7254043579	1146.3393431507204	18	106355560	0.007145463800753904
tara_S0191	431.3993174061433	1746695.8148322308	7985.357815826609	948	123501940	0.05402379296656311
tara_S0192	670.3071672354948	2022245.8610596585	9779.186137264009	1473	124993841	0.06854426920879035
tara_S0193	219.3401592718999	481460.6264201184	2178.121357138475	482	114188796	0.10070153279248859
tara_S0194	255.74516496018202	1350422.8440646098	6470.812636439692	562	132390816	0.039522882106024886
tara_S0195	892.8327645051195	961180.0407200016	4463.716070522575	1962	121650576	0.20002006184963148
tara_S0196	877.8156996587031	1040030.5879110638	4878.773074307166	1929	111152536	0.17992550304942428
S0583	10.271412319193889	244361.34687099024	1122.820195041856	23	15351020	0.00758955362165767
S0584	0.6067500948047023	103225.58117637954	474.7580903004904	1	12223493	0.0013317387024228589
S0582	0.30337504740235116	116388.34585388156	538.9223628662229	1	12488419	6.315295707912754e-4
S0529	164.45565613097887	247956.0758785807	1151.4109158570384	361	12188426	0.1701334986212173
S0530	48.50967007963595	59736.27493515957	276.1804157752085	107	11686526	0.13652050437719648
S0528	25.97648843382632	416792.93584753375	1953.7535480894621	57	13417919	0.014744424768373813
