S0001	cyanobacteria	TBDT	5556448	0	2196.0
S0001	prochlorococcus	TBDT	5556448	2	2197.5
S0001	synechococcus	TBDT	5556448	2	2196.0
S0002	cyanobacteria	TBDT	14257606	0	2196.0
S0002	prochlorococcus	TBDT	14257606	0	2197.5
S0002	synechococcus	TBDT	14257606	0	2196.0
S0003	cyanobacteria	TBDT	15450540	0	2196.0
S0003	prochlorococcus	TBDT	15450540	0	2197.5
S0003	synechococcus	TBDT	15450540	3	2196.0
S0004	cyanobacteria	TBDT	18319112	0	2196.0
S0004	prochlorococcus	TBDT	18319112	0	2197.5
S0004	synechococcus	TBDT	18319112	2	2196.0
S0005	cyanobacteria	TBDT	15570947	0	2196.0
S0005	prochlorococcus	TBDT	15570947	0	2197.5
S0005	synechococcus	TBDT	15570947	0	2196.0
S0006	cyanobacteria	TBDT	11741269	0	2196.0
S0006	prochlorococcus	TBDT	11741269	0	2197.5
S0006	synechococcus	TBDT	11741269	0	2196.0
S0008	cyanobacteria	TBDT	9887461	0	2196.0
S0008	prochlorococcus	TBDT	9887461	1	2197.5
S0008	synechococcus	TBDT	9887461	12	2196.0
S0009	cyanobacteria	TBDT	11238982	0	2196.0
S0009	prochlorococcus	TBDT	11238982	0	2197.5
S0009	synechococcus	TBDT	11238982	0	2196.0
S0010	cyanobacteria	TBDT	12947383	0	2196.0
S0010	prochlorococcus	TBDT	12947383	0	2197.5
S0010	synechococcus	TBDT	12947383	0	2196.0
S0011	cyanobacteria	TBDT	19768653	0	2196.0
S0011	prochlorococcus	TBDT	19768653	0	2197.5
S0011	synechococcus	TBDT	19768653	0	2196.0
S0012	cyanobacteria	TBDT	15968404	0	2196.0
S0012	prochlorococcus	TBDT	15968404	2	2197.5
S0012	synechococcus	TBDT	15968404	0	2196.0
S0013	cyanobacteria	TBDT	17368982	0	2196.0
S0013	prochlorococcus	TBDT	17368982	0	2197.5
S0013	synechococcus	TBDT	17368982	0	2196.0
S0015	cyanobacteria	TBDT	15167326	0	2196.0
S0015	prochlorococcus	TBDT	15167326	0	2197.5
S0015	synechococcus	TBDT	15167326	13	2196.0
S0016	cyanobacteria	TBDT	14003622	0	2196.0
S0016	prochlorococcus	TBDT	14003622	0	2197.5
S0016	synechococcus	TBDT	14003622	7	2196.0
S0017	cyanobacteria	TBDT	10436620	0	2196.0
S0017	prochlorococcus	TBDT	10436620	0	2197.5
S0017	synechococcus	TBDT	10436620	0	2196.0
S0018	cyanobacteria	TBDT	10119755	0	2196.0
S0018	prochlorococcus	TBDT	10119755	0	2197.5
S0018	synechococcus	TBDT	10119755	0	2196.0
S0019	cyanobacteria	TBDT	12680271	0	2196.0
S0019	prochlorococcus	TBDT	12680271	0	2197.5
S0019	synechococcus	TBDT	12680271	0	2196.0
S0020	cyanobacteria	TBDT	8028543	0	2196.0
S0020	prochlorococcus	TBDT	8028543	0	2197.5
S0020	synechococcus	TBDT	8028543	0	2196.0
S0021	cyanobacteria	TBDT	9137179	0	2196.0
S0021	prochlorococcus	TBDT	9137179	0	2197.5
S0021	synechococcus	TBDT	9137179	4	2196.0
S0022	cyanobacteria	TBDT	9232064	0	2196.0
S0022	prochlorococcus	TBDT	9232064	0	2197.5
S0022	synechococcus	TBDT	9232064	5	2196.0
S0023	cyanobacteria	TBDT	10404464	0	2196.0
S0023	prochlorococcus	TBDT	10404464	0	2197.5
S0023	synechococcus	TBDT	10404464	8	2196.0
S0024	cyanobacteria	TBDT	10279318	0	2196.0
S0024	prochlorococcus	TBDT	10279318	1	2197.5
S0024	synechococcus	TBDT	10279318	0	2196.0
S0025	cyanobacteria	TBDT	11681119	1	2196.0
S0025	prochlorococcus	TBDT	11681119	0	2197.5
S0025	synechococcus	TBDT	11681119	0	2196.0
S0026	cyanobacteria	TBDT	11203392	0	2196.0
S0026	prochlorococcus	TBDT	11203392	1	2197.5
S0026	synechococcus	TBDT	11203392	0	2196.0
S0027	cyanobacteria	TBDT	17077210	0	2196.0
S0027	prochlorococcus	TBDT	17077210	0	2197.5
S0027	synechococcus	TBDT	17077210	16	2196.0
S0028	cyanobacteria	TBDT	8738978	0	2196.0
S0028	prochlorococcus	TBDT	8738978	0	2197.5
S0028	synechococcus	TBDT	8738978	0	2196.0
S0029	cyanobacteria	TBDT	17830854	0	2196.0
S0029	prochlorococcus	TBDT	17830854	0	2197.5
S0029	synechococcus	TBDT	17830854	0	2196.0
S0030	cyanobacteria	TBDT	13876283	0	2196.0
S0030	prochlorococcus	TBDT	13876283	1	2197.5
S0030	synechococcus	TBDT	13876283	0	2196.0
S0031	cyanobacteria	TBDT	18150742	0	2196.0
S0031	prochlorococcus	TBDT	18150742	0	2197.5
S0031	synechococcus	TBDT	18150742	2	2196.0
S0032	cyanobacteria	TBDT	16659338	0	2196.0
