abundance	stdev	clade	location	lat	lon	depth	date
NA	NA	HLI	HOT	22.75	-158	45	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	60	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	75	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	85	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	100	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	115	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	125	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	150	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	175	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	200	2006-10-20T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	5	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	25	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	45	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	60	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	75	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	85	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	100	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	115	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	125	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	150	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	175	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	200	2006-11-09T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	5	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	25	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	45	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	60	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	75	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	85	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	100	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	115	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	125	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	150	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	175	2006-12-10T00:00:00Z
NA	NA	HLI	HOT	22.75	-158	200	2006-12-10T00:00:00Z
1130	38.5	HLI	HOT	22.75	-158	5	2007-02-08T00:00:00Z
1350	64.3	HLI	HOT	22.75	-158	25	2007-02-08T00:00:00Z
1350	94.5	HLI	HOT	22.75	-158	45	2007-02-08T00:00:00Z
1420	106	HLI	HOT	22.75	-158	60	2007-02-08T00:00:00Z
1470	120	HLI	HOT	22.75	-158	75	2007-02-08T00:00:00Z
1420	75.4	HLI	HOT	22.75	-158	85	2007-02-08T00:00:00Z
1000	103	HLI	HOT	22.75	-158	100	2007-02-08T00:00:00Z
160	71.8	HLI	HOT	22.75	-158	115	2007-02-08T00:00:00Z
178	14.9	HLI	HOT	22.75	-158	125	2007-02-08T00:00:00Z
4.81	5.88	HLI	HOT	22.75	-158	150	2007-02-08T00:00:00Z
1.91	2.19	HLI	HOT	22.75	-158	175	2007-02-08T00:00:00Z
0.65	NA	HLI	HOT	22.75	-158	200	2007-02-08T00:00:00Z
2180	579	HLI	HOT	22.75	-158	5	2007-03-22T00:00:00Z
2650	45.5	HLI	HOT	22.75	-158	25	2007-03-22T00:00:00Z
2710	61.3	HLI	HOT	22.75	-158	45	2007-03-22T00:00:00Z
3250	247	HLI	HOT	22.75	-158	60	2007-03-22T00:00:00Z
2760	43.6	HLI	HOT	22.75	-158	75	2007-03-22T00:00:00Z
2510	145	HLI	HOT	22.75	-158	85	2007-03-22T00:00:00Z
1400	107	HLI	HOT	22.75	-158	100	2007-03-22T00:00:00Z
1680	81.1	HLI	HOT	22.75	-158	115	2007-03-22T00:00:00Z
956	1090	HLI	HOT	22.75	-158	125	2007-03-22T00:00:00Z
597	662	HLI	HOT	22.75	-158	150	2007-03-22T00:00:00Z
29.9	10.4	HLI	HOT	22.75	-158	175	2007-03-22T00:00:00Z
6.5	7	HLI	HOT	22.75	-158	200	2007-03-22T00:00:00Z
1600	205	HLI	HOT	22.75	-158	5	2007-05-06T00:00:00Z
1150	75.7	HLI	HOT	22.75	-158	25	2007-05-06T00:00:00Z
1460	51.6	HLI	HOT	22.75	-158	45	2007-05-06T00:00:00Z
2560	142	HLI	HOT	22.75	-158	60	2007-05-06T00:00:00Z
4940	177	HLI	HOT	22.75	-158	75	2007-05-06T00:00:00Z
4360	170	HLI	HOT	22.75	-158	85	2007-05-06T00:00:00Z
5050	323	HLI	HOT	22.75	-158	100	2007-05-06T00:00:00Z
4660	387	HLI	HOT	22.75	-158	115	2007-05-06T00:00:00Z
2610	1100	HLI	HOT	22.75	-158	125	2007-05-06T00:00:00Z
644	97	HLI	HOT	22.75	-158	150	2007-05-06T00:00:00Z
22.6	4.56	HLI	HOT	22.75	-158	175	2007-05-06T00:00:00Z
6.16	4.73	HLI	HOT	22.75	-158	200	2007-05-06T00:00:00Z
1780	390	HLI	HOT	22.75	-158	5	2007-07-09T00:00:00Z
1450	306	HLI	HOT	22.75	-158	25	2007-07-09T00:00:00Z
2390	63.3	HLI	HOT	22.75	-158	45	2007-07-09T00:00:00Z
4950	356	HLI	HOT	22.75	-158	60	2007-07-09T00:00:00Z
6900	323	HLI	HOT	22.75	-158	75	2007-07-09T00:00:00Z
7010	506	HLI	HOT	22.75	-158	85	2007-07-09T00:00:00Z
6730	249	HLI	HOT	22.75	-158	100	2007-07-09T00:00:00Z
2540	351	HLI	HOT	22.75	-158	115	2007-07-09T00:00:00Z
663	80.5	HLI	HOT	22.75	-158	125	2007-07-09T00:00:00Z
88.8	15.1	HLI	HOT	22.75	-158	150	2007-07-09T00:00:00Z
7.11	2.77	HLI	HOT	22.75	-158	175	2007-07-09T00:00:00Z
9.42	3.93	HLI	HOT	22.75	-158	200	2007-07-09T00:00:00Z
967	65.9	HLI	HOT	22.75	-158	5	2007-08-05T00:00:00Z
620	171	HLI	HOT	22.75	-158	25	2007-08-05T00:00:00Z
1980	197	HLI	HOT	22.75	-158	45	2007-08-05T00:00:00Z
2260	147	HLI	HOT	22.75	-158	60	2007-08-05T00:00:00Z
2740	94.9	HLI	HOT	22.75	-158	75	2007-08-05T00:00:00Z
2900	222	HLI	HOT	22.75	-158	85	2007-08-05T00:00:00Z
3350	355	HLI	HOT	22.75	-158	100	2007-08-05T00:00:00Z
1020	98.4	HLI	HOT	22.75	-158	115	2007-08-05T00:00:00Z
436	28.4	HLI	HOT	22.75	-158	125	2007-08-05T00:00:00Z
106	20.4	HLI	HOT	22.75	-158	150	2007-08-05T00:00:00Z
6.4	3.68	HLI	HOT	22.75	-158	175	2007-08-05T00:00:00Z
13.3	8.92	HLI	HOT	22.75	-158	200	2007-08-05T00:00:00Z
1810	66.3	HLI	HOT	22.75	-158	5	2007-09-04T00:00:00Z
1410	378	HLI	HOT	22.75	-158	25	2007-09-04T00:00:00Z
1660	124	HLI	HOT	22.75	-158	45	2007-09-04T00:00:00Z
6050	2400	HLI	HOT	22.75	-158	60	2007-09-04T00:00:00Z
6200	1460	HLI	HOT	22.75	-158	75	2007-09-04T00:00:00Z
4940	1080	HLI	HOT	22.75	-158	85	2007-09-04T00:00:00Z
455	43.7	HLI	HOT	22.75	-158	100	2007-09-04T00:00:00Z
33	6.7	HLI	HOT	22.75	-158	115	2007-09-04T00:00:00Z
9.99	9.11	HLI	HOT	22.75	-158	125	2007-09-04T00:00:00Z
43.7	13.1	HLI	HOT	22.75	-158	150	2007-09-04T00:00:00Z
3.2	4.41	HLI	HOT	22.75	-158	175	2007-09-04T00:00:00Z
2.58	3.34	HLI	HOT	22.75	-158	200	2007-09-04T00:00:00Z
1510	94.3	HLI	HOT	22.75	-158	5	2007-10-04T00:00:00Z
1550	67.6	HLI	HOT	22.75	-158	25	2007-10-04T00:00:00Z
1430	178	HLI	HOT	22.75	-158	45	2007-10-04T00:00:00Z
1470	65.7	HLI	HOT	22.75	-158	60	2007-10-04T00:00:00Z
2210	141	HLI	HOT	22.75	-158	75	2007-10-04T00:00:00Z
4070	426	HLI	HOT	22.75	-158	85	2007-10-04T00:00:00Z
4370	277	HLI	HOT	22.75	-158	100	2007-10-04T00:00:00Z
1650	288	HLI	HOT	22.75	-158	115	2007-10-04T00:00:00Z
1090	110	HLI	HOT	22.75	-158	125	2007-10-04T00:00:00Z
52.3	13.9	HLI	HOT	22.75	-158	150	2007-10-04T00:00:00Z
9.53	3.62	HLI	HOT	22.75	-158	175	2007-10-04T00:00:00Z
3.99	NA	HLI	HOT	22.75	-158	200	2007-10-04T00:00:00Z
2430	122	HLI	HOT	22.75	-158	5	2007-12-03T00:00:00Z
2510	130	HLI	HOT	22.75	-158	25	2007-12-03T00:00:00Z
2630	327	HLI	HOT	22.75	-158	45	2007-12-03T00:00:00Z
2760	116	HLI	HOT	22.75	-158	60	2007-12-03T00:00:00Z
3690	673	HLI	HOT	22.75	-158	75	2007-12-03T00:00:00Z
4800	233	HLI	HOT	22.75	-158	85	2007-12-03T00:00:00Z
1820	84.3	HLI	HOT	22.75	-158	100	2007-12-03T00:00:00Z
180	11.3	HLI	HOT	22.75	-158	115	2007-12-03T00:00:00Z
102	16.6	HLI	HOT	22.75	-158	125	2007-12-03T00:00:00Z
7.92	1.78	HLI	HOT	22.75	-158	150	2007-12-03T00:00:00Z
4.25	1.48	HLI	HOT	22.75	-158	175	2007-12-03T00:00:00Z
0.65	NA	HLI	HOT	22.75	-158	200	2007-12-03T00:00:00Z
1730	96.7	HLI	HOT	22.75	-158	5	2007-12-22T00:00:00Z
2110	164	HLI	HOT	22.75	-158	25	2007-12-22T00:00:00Z
1720	74.8	HLI	HOT	22.75	-158	45	2007-12-22T00:00:00Z
2160	60.5	HLI	HOT	22.75	-158	60	2007-12-22T00:00:00Z
1590	126	HLI	HOT	22.75	-158	75	2007-12-22T00:00:00Z
1590	341	HLI	HOT	22.75	-158	85	2007-12-22T00:00:00Z
1260	87.4	HLI	HOT	22.75	-158	100	2007-12-22T00:00:00Z
767	99.4	HLI	HOT	22.75	-158	115	2007-12-22T00:00:00Z
594	44.3	HLI	HOT	22.75	-158	125	2007-12-22T00:00:00Z
45.8	7.94	HLI	HOT	22.75	-158	150	2007-12-22T00:00:00Z
6.13	6.07	HLI	HOT	22.75	-158	175	2007-12-22T00:00:00Z
3.41	3.9	HLI	HOT	22.75	-158	200	2007-12-22T00:00:00Z
923	126	HLI	HOT	22.75	-158	5	2008-01-31T00:00:00Z
844	66.2	HLI	HOT	22.75	-158	25	2008-01-31T00:00:00Z
1040	229	HLI	HOT	22.75	-158	45	2008-01-31T00:00:00Z
1110	168	HLI	HOT	22.75	-158	60	2008-01-31T00:00:00Z
929	198	HLI	HOT	22.75	-158	75	2008-01-31T00:00:00Z
1080	213	HLI	HOT	22.75	-158	85	2008-01-31T00:00:00Z
1230	79.6	HLI	HOT	22.75	-158	100	2008-01-31T00:00:00Z
1210	107	HLI	HOT	22.75	-158	115	2008-01-31T00:00:00Z
507	75.6	HLI	HOT	22.75	-158	125	2008-01-31T00:00:00Z
3.08	0.562	HLI	HOT	22.75	-158	150	2008-01-31T00:00:00Z
1.58	NA	HLI	HOT	22.75	-158	175	2008-01-31T00:00:00Z
2.57	NA	HLI	HOT	22.75	-158	200	2008-01-31T00:00:00Z
42500	NA	HLII	BATS	31.6667	-64.1667	1	2002-11-13T00:00:00Z
43900	NA	HLII	BATS	31.6667	-64.1667	10	2002-11-13T00:00:00Z
45500	NA	HLII	BATS	31.6667	-64.1667	20	2002-11-13T00:00:00Z
57400	NA	HLII	BATS	31.6667	-64.1667	40	2002-11-13T00:00:00Z
42500	NA	HLII	BATS	31.6667	-64.1667	60	2002-11-13T00:00:00Z
103000	NA	HLII	BATS	31.6667	-64.1667	80	2002-11-13T00:00:00Z
49500	NA	HLII	BATS	31.6667	-64.1667	100	2002-11-13T00:00:00Z
751	NA	HLII	BATS	31.6667	-64.1667	120	2002-11-13T00:00:00Z
96.8	NA	HLII	BATS	31.6667	-64.1667	140	2002-11-13T00:00:00Z
102	NA	HLII	BATS	31.6667	-64.1667	160	2002-11-13T00:00:00Z
107	NA	HLII	BATS	31.6667	-64.1667	180	2002-11-13T00:00:00Z
198	NA	HLII	BATS	31.6667	-64.1667	200	2002-11-13T00:00:00Z
47700	NA	HLII	BATS	31.6667	-64.1667	1	2002-12-11T00:00:00Z
24200	NA	HLII	BATS	31.6667	-64.1667	10	2002-12-11T00:00:00Z
35100	NA	HLII	BATS	31.6667	-64.1667	20	2002-12-11T00:00:00Z
39600	NA	HLII	BATS	31.6667	-64.1667	40	2002-12-11T00:00:00Z
21800	NA	HLII	BATS	31.6667	-64.1667	60	2002-12-11T00:00:00Z
35500	NA	HLII	BATS	31.6667	-64.1667	80	2002-12-11T00:00:00Z
41300	NA	HLII	BATS	31.6667	-64.1667	100	2002-12-11T00:00:00Z
1070	NA	HLII	BATS	31.6667	-64.1667	120	2002-12-11T00:00:00Z
544	NA	HLII	BATS	31.6667	-64.1667	140	2002-12-11T00:00:00Z
71.7	NA	HLII	BATS	31.6667	-64.1667	160	2002-12-11T00:00:00Z
50.2	NA	HLII	BATS	31.6667	-64.1667	180	2002-12-11T00:00:00Z
87.7	NA	HLII	BATS	31.6667	-64.1667	200	2002-12-11T00:00:00Z
50000	NA	HLII	BATS	31.6667	-64.1667	1	2003-02-05T00:00:00Z
36900	NA	HLII	BATS	31.6667	-64.1667	10	2003-02-05T00:00:00Z
50300	NA	HLII	BATS	31.6667	-64.1667	20	2003-02-05T00:00:00Z
59900	NA	HLII	BATS	31.6667	-64.1667	40	2003-02-05T00:00:00Z
35600	NA	HLII	BATS	31.6667	-64.1667	60	2003-02-05T00:00:00Z
22400	NA	HLII	BATS	31.6667	-64.1667	80	2003-02-05T00:00:00Z
15700	NA	HLII	BATS	31.6667	-64.1667	100	2003-02-05T00:00:00Z
8690	NA	HLII	BATS	31.6667	-64.1667	120	2003-02-05T00:00:00Z
3800	NA	HLII	BATS	31.6667	-64.1667	140	2003-02-05T00:00:00Z
1850	NA	HLII	BATS	31.6667	-64.1667	160	2003-02-05T00:00:00Z
158	NA	HLII	BATS	31.6667	-64.1667	180	2003-02-05T00:00:00Z
47	NA	HLII	BATS	31.6667	-64.1667	200	2003-02-05T00:00:00Z
67100	NA	HLII	BATS	31.6667	-64.1667	1	2003-02-21T00:00:00Z
47800	NA	HLII	BATS	31.6667	-64.1667	10	2003-02-21T00:00:00Z
42300	NA	HLII	BATS	31.6667	-64.1667	20	2003-02-21T00:00:00Z
74500	NA	HLII	BATS	31.6667	-64.1667	40	2003-02-21T00:00:00Z
33300	NA	HLII	BATS	31.6667	-64.1667	60	2003-02-21T00:00:00Z
6660	NA	HLII	BATS	31.6667	-64.1667	80	2003-02-21T00:00:00Z
21700	NA	HLII	BATS	31.6667	-64.1667	100	2003-02-21T00:00:00Z
12500	NA	HLII	BATS	31.6667	-64.1667	120	2003-02-21T00:00:00Z
9870	NA	HLII	BATS	31.6667	-64.1667	140	2003-02-21T00:00:00Z
6010	NA	HLII	BATS	31.6667	-64.1667	160	2003-02-21T00:00:00Z
252	NA	HLII	BATS	31.6667	-64.1667	180	2003-02-21T00:00:00Z
99.5	NA	HLII	BATS	31.6667	-64.1667	200	2003-02-21T00:00:00Z
11400	NA	HLII	BATS	31.6667	-64.1667	1	2003-03-04T00:00:00Z
13200	NA	HLII	BATS	31.6667	-64.1667	10	2003-03-04T00:00:00Z
17200	NA	HLII	BATS	31.6667	-64.1667	20	2003-03-04T00:00:00Z
16600	NA	HLII	BATS	31.6667	-64.1667	40	2003-03-04T00:00:00Z
10400	NA	HLII	BATS	31.6667	-64.1667	60	2003-03-04T00:00:00Z
7410	NA	HLII	BATS	31.6667	-64.1667	80	2003-03-04T00:00:00Z
2630	NA	HLII	BATS	31.6667	-64.1667	100	2003-03-04T00:00:00Z
1560	NA	HLII	BATS	31.6667	-64.1667	120	2003-03-04T00:00:00Z
1400	NA	HLII	BATS	31.6667	-64.1667	140	2003-03-04T00:00:00Z
309	NA	HLII	BATS	31.6667	-64.1667	160	2003-03-04T00:00:00Z
79.5	NA	HLII	BATS	31.6667	-64.1667	180	2003-03-04T00:00:00Z
65.6	NA	HLII	BATS	31.6667	-64.1667	200	2003-03-04T00:00:00Z
26800	NA	HLII	BATS	31.6667	-64.1667	1	2003-03-23T00:00:00Z
22600	NA	HLII	BATS	31.6667	-64.1667	10	2003-03-23T00:00:00Z
28600	NA	HLII	BATS	31.6667	-64.1667	20	2003-03-23T00:00:00Z
41500	NA	HLII	BATS	31.6667	-64.1667	40	2003-03-23T00:00:00Z
35900	NA	HLII	BATS	31.6667	-64.1667	60	2003-03-23T00:00:00Z
11200	NA	HLII	BATS	31.6667	-64.1667	80	2003-03-23T00:00:00Z
1450	NA	HLII	BATS	31.6667	-64.1667	100	2003-03-23T00:00:00Z
640	NA	HLII	BATS	31.6667	-64.1667	120	2003-03-23T00:00:00Z
387	NA	HLII	BATS	31.6667	-64.1667	140	2003-03-23T00:00:00Z
232	NA	HLII	BATS	31.6667	-64.1667	160	2003-03-23T00:00:00Z
73.8	NA	HLII	BATS	31.6667	-64.1667	180	2003-03-23T00:00:00Z
25.5	NA	HLII	BATS	31.6667	-64.1667	200	2003-03-23T00:00:00Z
3780	NA	HLII	BATS	31.6667	-64.1667	1	2003-04-22T00:00:00Z
3350	NA	HLII	BATS	31.6667	-64.1667	10	2003-04-22T00:00:00Z
4990	NA	HLII	BATS	31.6667	-64.1667	20	2003-04-22T00:00:00Z
12900	NA	HLII	BATS	31.6667	-64.1667	40	2003-04-22T00:00:00Z
19700	NA	HLII	BATS	31.6667	-64.1667	60	2003-04-22T00:00:00Z
9210	NA	HLII	BATS	31.6667	-64.1667	80	2003-04-22T00:00:00Z
3440	NA	HLII	BATS	31.6667	-64.1667	100	2003-04-22T00:00:00Z
48	NA	HLII	BATS	31.6667	-64.1667	120	2003-04-22T00:00:00Z
213	NA	HLII	BATS	31.6667	-64.1667	140	2003-04-22T00:00:00Z
49	NA	HLII	BATS	31.6667	-64.1667	160	2003-04-22T00:00:00Z
11.5	NA	HLII	BATS	31.6667	-64.1667	180	2003-04-22T00:00:00Z
4.55	NA	HLII	BATS	31.6667	-64.1667	200	2003-04-22T00:00:00Z
6000	NA	HLII	BATS	31.6667	-64.1667	1	2003-05-20T00:00:00Z
6800	NA	HLII	BATS	31.6667	-64.1667	10	2003-05-20T00:00:00Z
7120	NA	HLII	BATS	31.6667	-64.1667	20	2003-05-20T00:00:00Z
6400	NA	HLII	BATS	31.6667	-64.1667	40	2003-05-20T00:00:00Z
21100	NA	HLII	BATS	31.6667	-64.1667	60	2003-05-20T00:00:00Z
54600	NA	HLII	BATS	31.6667	-64.1667	80	2003-05-20T00:00:00Z
1500	NA	HLII	BATS	31.6667	-64.1667	100	2003-05-20T00:00:00Z
241	NA	HLII	BATS	31.6667	-64.1667	120	2003-05-20T00:00:00Z
45.4	NA	HLII	BATS	31.6667	-64.1667	140	2003-05-20T00:00:00Z
13.3	NA	HLII	BATS	31.6667	-64.1667	160	2003-05-20T00:00:00Z
7.72	NA	HLII	BATS	31.6667	-64.1667	180	2003-05-20T00:00:00Z
1.03	NA	HLII	BATS	31.6667	-64.1667	200	2003-05-20T00:00:00Z
2620	NA	HLII	BATS	31.6667	-64.1667	1	2003-07-04T00:00:00Z
2210	NA	HLII	BATS	31.6667	-64.1667	10	2003-07-04T00:00:00Z
3850	NA	HLII	BATS	31.6667	-64.1667	20	2003-07-04T00:00:00Z
28100	NA	HLII	BATS	31.6667	-64.1667	40	2003-07-04T00:00:00Z
48400	NA	HLII	BATS	31.6667	-64.1667	60	2003-07-04T00:00:00Z
69500	NA	HLII	BATS	31.6667	-64.1667	80	2003-07-04T00:00:00Z
16000	NA	HLII	BATS	31.6667	-64.1667	100	2003-07-04T00:00:00Z
262	NA	HLII	BATS	31.6667	-64.1667	120	2003-07-04T00:00:00Z
63.5	NA	HLII	BATS	31.6667	-64.1667	140	2003-07-04T00:00:00Z
3.4	NA	HLII	BATS	31.6667	-64.1667	160	2003-07-04T00:00:00Z
4.83	NA	HLII	BATS	31.6667	-64.1667	180	2003-07-04T00:00:00Z
2.94	NA	HLII	BATS	31.6667	-64.1667	200	2003-07-04T00:00:00Z
1900	NA	HLII	BATS	31.6667	-64.1667	1	2003-07-15T00:00:00Z
1480	NA	HLII	BATS	31.6667	-64.1667	10	2003-07-15T00:00:00Z
3030	NA	HLII	BATS	31.6667	-64.1667	20	2003-07-15T00:00:00Z
2710	NA	HLII	BATS	31.6667	-64.1667	40	2003-07-15T00:00:00Z
19300	NA	HLII	BATS	31.6667	-64.1667	60	2003-07-15T00:00:00Z
50300	NA	HLII	BATS	31.6667	-64.1667	80	2003-07-15T00:00:00Z
73200	NA	HLII	BATS	31.6667	-64.1667	100	2003-07-15T00:00:00Z
11000	NA	HLII	BATS	31.6667	-64.1667	120	2003-07-15T00:00:00Z
566	NA	HLII	BATS	31.6667	-64.1667	140	2003-07-15T00:00:00Z
21.1	NA	HLII	BATS	31.6667	-64.1667	160	2003-07-15T00:00:00Z
5.74	NA	HLII	BATS	31.6667	-64.1667	180	2003-07-15T00:00:00Z
2.33	NA	HLII	BATS	31.6667	-64.1667	200	2003-07-15T00:00:00Z
2540	NA	HLII	BATS	31.6667	-64.1667	1	2003-08-12T00:00:00Z
983	NA	HLII	BATS	31.6667	-64.1667	10	2003-08-12T00:00:00Z
8180	NA	HLII	BATS	31.6667	-64.1667	20	2003-08-12T00:00:00Z
50900	NA	HLII	BATS	31.6667	-64.1667	40	2003-08-12T00:00:00Z
56900	NA	HLII	BATS	31.6667	-64.1667	60	2003-08-12T00:00:00Z
85600	NA	HLII	BATS	31.6667	-64.1667	80	2003-08-12T00:00:00Z
37700	NA	HLII	BATS	31.6667	-64.1667	100	2003-08-12T00:00:00Z
18400	NA	HLII	BATS	31.6667	-64.1667	120	2003-08-12T00:00:00Z
357	NA	HLII	BATS	31.6667	-64.1667	140	2003-08-12T00:00:00Z
35.9	NA	HLII	BATS	31.6667	-64.1667	160	2003-08-12T00:00:00Z
5.88	NA	HLII	BATS	31.6667	-64.1667	180	2003-08-12T00:00:00Z
NA	NA	HLII	BATS	31.6667	-64.1667	200	2003-08-12T00:00:00Z
72700	NA	HLII	BATS	31.6667	-64.1667	1	2003-09-19T00:00:00Z
66400	NA	HLII	BATS	31.6667	-64.1667	10	2003-09-19T00:00:00Z
49900	NA	HLII	BATS	31.6667	-64.1667	20	2003-09-19T00:00:00Z
58100	NA	HLII	BATS	31.6667	-64.1667	40	2003-09-19T00:00:00Z
79200	NA	HLII	BATS	31.6667	-64.1667	60	2003-09-19T00:00:00Z
11400	NA	HLII	BATS	31.6667	-64.1667	80	2003-09-19T00:00:00Z
1450	NA	HLII	BATS	31.6667	-64.1667	100	2003-09-19T00:00:00Z
24.8	NA	HLII	BATS	31.6667	-64.1667	120	2003-09-19T00:00:00Z
15.8	NA	HLII	BATS	31.6667	-64.1667	140	2003-09-19T00:00:00Z
25.9	NA	HLII	BATS	31.6667	-64.1667	160	2003-09-19T00:00:00Z
4.56	NA	HLII	BATS	31.6667	-64.1667	180	2003-09-19T00:00:00Z
4.23	NA	HLII	BATS	31.6667	-64.1667	200	2003-09-19T00:00:00Z
70500	NA	HLII	BATS	31.6667	-64.1667	1	2003-10-07T00:00:00Z
59700	NA	HLII	BATS	31.6667	-64.1667	10	2003-10-07T00:00:00Z
47300	NA	HLII	BATS	31.6667	-64.1667	20	2003-10-07T00:00:00Z
72500	NA	HLII	BATS	31.6667	-64.1667	40	2003-10-07T00:00:00Z
104000	NA	HLII	BATS	31.6667	-64.1667	60	2003-10-07T00:00:00Z
27300	NA	HLII	BATS	31.6667	-64.1667	80	2003-10-07T00:00:00Z
4090	NA	HLII	BATS	31.6667	-64.1667	100	2003-10-07T00:00:00Z
677	NA	HLII	BATS	31.6667	-64.1667	120	2003-10-07T00:00:00Z
143	NA	HLII	BATS	31.6667	-64.1667	140	2003-10-07T00:00:00Z
22.9	NA	HLII	BATS	31.6667	-64.1667	160	2003-10-07T00:00:00Z
11.9	NA	HLII	BATS	31.6667	-64.1667	180	2003-10-07T00:00:00Z
5.22	NA	HLII	BATS	31.6667	-64.1667	200	2003-10-07T00:00:00Z
87100	NA	HLII	BATS	31.6667	-64.1667	1	2003-11-04T00:00:00Z
96900	NA	HLII	BATS	31.6667	-64.1667	10	2003-11-04T00:00:00Z
127000	NA	HLII	BATS	31.6667	-64.1667	20	2003-11-04T00:00:00Z
116000	NA	HLII	BATS	31.6667	-64.1667	40	2003-11-04T00:00:00Z
117000	NA	HLII	BATS	31.6667	-64.1667	60	2003-11-04T00:00:00Z
22900	NA	HLII	BATS	31.6667	-64.1667	80	2003-11-04T00:00:00Z
704	NA	HLII	BATS	31.6667	-64.1667	100	2003-11-04T00:00:00Z
135	NA	HLII	BATS	31.6667	-64.1667	120	2003-11-04T00:00:00Z
38.7	NA	HLII	BATS	31.6667	-64.1667	140	2003-11-04T00:00:00Z
14.3	NA	HLII	BATS	31.6667	-64.1667	160	2003-11-04T00:00:00Z
10.9	NA	HLII	BATS	31.6667	-64.1667	180	2003-11-04T00:00:00Z
3.51	NA	HLII	BATS	31.6667	-64.1667	200	2003-11-04T00:00:00Z
29900	NA	HLII	BATS	31.6667	-64.1667	1	2003-12-02T00:00:00Z
36700	NA	HLII	BATS	31.6667	-64.1667	10	2003-12-02T00:00:00Z
34600	NA	HLII	BATS	31.6667	-64.1667	20	2003-12-02T00:00:00Z
18800	NA	HLII	BATS	31.6667	-64.1667	40	2003-12-02T00:00:00Z
38400	NA	HLII	BATS	31.6667	-64.1667	60	2003-12-02T00:00:00Z
56600	NA	HLII	BATS	31.6667	-64.1667	80	2003-12-02T00:00:00Z
7480	NA	HLII	BATS	31.6667	-64.1667	100	2003-12-02T00:00:00Z
190	NA	HLII	BATS	31.6667	-64.1667	120	2003-12-02T00:00:00Z
12.4	NA	HLII	BATS	31.6667	-64.1667	140	2003-12-02T00:00:00Z
4.29	NA	HLII	BATS	31.6667	-64.1667	160	2003-12-02T00:00:00Z
2.04	NA	HLII	BATS	31.6667	-64.1667	180	2003-12-02T00:00:00Z
9.06	NA	HLII	BATS	31.6667	-64.1667	200	2003-12-02T00:00:00Z
22000	NA	HLII	BATS	31.6667	-64.1667	1	2004-01-27T00:00:00Z
14200	NA	HLII	BATS	31.6667	-64.1667	10	2004-01-27T00:00:00Z
14100	NA	HLII	BATS	31.6667	-64.1667	20	2004-01-27T00:00:00Z
6450	NA	HLII	BATS	31.6667	-64.1667	40	2004-01-27T00:00:00Z
13600	NA	HLII	BATS	31.6667	-64.1667	60	2004-01-27T00:00:00Z
17300	NA	HLII	BATS	31.6667	-64.1667	80	2004-01-27T00:00:00Z
13100	NA	HLII	BATS	31.6667	-64.1667	100	2004-01-27T00:00:00Z
11600	NA	HLII	BATS	31.6667	-64.1667	120	2004-01-27T00:00:00Z
1790	NA	HLII	BATS	31.6667	-64.1667	140	2004-01-27T00:00:00Z
1.66	NA	HLII	BATS	31.6667	-64.1667	160	2004-01-27T00:00:00Z
0.65	NA	HLII	BATS	31.6667	-64.1667	180	2004-01-27T00:00:00Z
2.44	NA	HLII	BATS	31.6667	-64.1667	200	2004-01-27T00:00:00Z
