abundance	stdev	clade	location	lat	lon	depth	date
389	17.5	LLI	BATS	31.6667	-64.1667	160	2006-04-05T00:00:00Z
390	NA	LLI	BATS	31.6667	-64.1667	180	2006-04-05T00:00:00Z
391	24.5	LLI	BATS	31.6667	-64.1667	200	2006-04-05T00:00:00Z
142	18	LLI	BATS	31.6667	-64.1667	1	2006-05-10T00:00:00Z
120	32.9	LLI	BATS	31.6667	-64.1667	10	2006-05-10T00:00:00Z
253	30.8	LLI	BATS	31.6667	-64.1667	20	2006-05-10T00:00:00Z
392	7.82	LLI	BATS	31.6667	-64.1667	40	2006-05-10T00:00:00Z
500	158	LLI	BATS	31.6667	-64.1667	60	2006-05-10T00:00:00Z
2520	333	LLI	BATS	31.6667	-64.1667	80	2006-05-10T00:00:00Z
9860	567	LLI	BATS	31.6667	-64.1667	100	2006-05-10T00:00:00Z
11200	817	LLI	BATS	31.6667	-64.1667	120	2006-05-10T00:00:00Z
1650	246	LLI	BATS	31.6667	-64.1667	140	2006-05-10T00:00:00Z
424	63.4	LLI	BATS	31.6667	-64.1667	160	2006-05-10T00:00:00Z
1220	115	LLI	BATS	31.6667	-64.1667	180	2006-05-10T00:00:00Z
172	11.4	LLI	BATS	31.6667	-64.1667	200	2006-05-10T00:00:00Z
3.4	0.865	LLI	BATS	31.6667	-64.1667	1	2006-06-27T00:00:00Z
7.01	5.23	LLI	BATS	31.6667	-64.1667	10	2006-06-27T00:00:00Z
4.05	1.32	LLI	BATS	31.6667	-64.1667	20	2006-06-27T00:00:00Z
294	32.7	LLI	BATS	31.6667	-64.1667	40	2006-06-27T00:00:00Z
5920	607	LLI	BATS	31.6667	-64.1667	60	2006-06-27T00:00:00Z
29000	354	LLI	BATS	31.6667	-64.1667	80	2006-06-27T00:00:00Z
23000	1490	LLI	BATS	31.6667	-64.1667	100	2006-06-27T00:00:00Z
10600	186	LLI	BATS	31.6667	-64.1667	120	2006-06-27T00:00:00Z
3370	189	LLI	BATS	31.6667	-64.1667	140	2006-06-27T00:00:00Z
247	44.8	LLI	BATS	31.6667	-64.1667	160	2006-06-27T00:00:00Z
120	11.4	LLI	BATS	31.6667	-64.1667	180	2006-06-27T00:00:00Z
8.95	4.23	LLI	BATS	31.6667	-64.1667	200	2006-06-27T00:00:00Z
2.67	NA	LLI	BATS	31.6667	-64.1667	1	2006-07-19T00:00:00Z
3.41	NA	LLI	BATS	31.6667	-64.1667	10	2006-07-19T00:00:00Z
4.24	NA	LLI	BATS	31.6667	-64.1667	20	2006-07-19T00:00:00Z
37	8.69	LLI	BATS	31.6667	-64.1667	40	2006-07-19T00:00:00Z
411	36.1	LLI	BATS	31.6667	-64.1667	60	2006-07-19T00:00:00Z
4100	518	LLI	BATS	31.6667	-64.1667	80	2006-07-19T00:00:00Z
38100	2310	LLI	BATS	31.6667	-64.1667	100	2006-07-19T00:00:00Z
2950	776	LLI	BATS	31.6667	-64.1667	120	2006-07-19T00:00:00Z
548	124	LLI	BATS	31.6667	-64.1667	140	2006-07-19T00:00:00Z
168	35.1	LLI	BATS	31.6667	-64.1667	160	2006-07-19T00:00:00Z
18	7.25	LLI	BATS	31.6667	-64.1667	180	2006-07-19T00:00:00Z
3.27	0.65	LLI	BATS	31.6667	-64.1667	200	2006-07-19T00:00:00Z
0.891	0.34	LLI	BATS	31.6667	-64.1667	1	2006-08-09T00:00:00Z
39.8	NA	LLI	BATS	31.6667	-64.1667	10	2006-08-09T00:00:00Z
83	NA	LLI	BATS	31.6667	-64.1667	20	2006-08-09T00:00:00Z
169	15.8	LLI	BATS	31.6667	-64.1667	40	2006-08-09T00:00:00Z
2460	436	LLI	BATS	31.6667	-64.1667	60	2006-08-09T00:00:00Z
25600	6200	LLI	BATS	31.6667	-64.1667	80	2006-08-09T00:00:00Z
13800	1030	LLI	BATS	31.6667	-64.1667	100	2006-08-09T00:00:00Z
7080	401	LLI	BATS	31.6667	-64.1667	120	2006-08-09T00:00:00Z
157	35.5	LLI	BATS	31.6667	-64.1667	140	2006-08-09T00:00:00Z
79.5	NA	LLI	BATS	31.6667	-64.1667	160	2006-08-09T00:00:00Z
2.33	2.38	LLI	BATS	31.6667	-64.1667	180	2006-08-09T00:00:00Z
1.81	2	LLI	BATS	31.6667	-64.1667	200	2006-08-09T00:00:00Z
0.65	NA	LLI	BATS	31.6667	-64.1667	1	2006-09-06T00:00:00Z
